Year,State,Utility Name,Type,Residential,Commercial,Industrial,Total
2022,AL,Foley Board of Utilities,AC,0.19,0.5,.,0.69
2022,AL,"Southern Pine Elec Coop, Inc",AC,0.001,.,.,0.001
2022,AL,Adjustment 2022,,-0.027,.,.,-0.027
2022,AR,Entergy Arkansas LLC,DC,46.03,34.92,3.449,84.399
2022,AR,Arkansas Valley Elec Coop Corp,DC,7.318,1.822,.,9.14
2022,AR,City of Bentonville - (AR),DC,6.3,3.6,.,9.9
2022,AR,C & L Electric Coop Corp,DC,1.971,3.576,.,5.547
2022,AR,Carroll Electric Coop Corp - (AR),DC,12.77,.,.,12.77
2022,AR,Clay County Electric Coop Corp,AC,0.165,0.463,.,0.628
2022,AR,Conway Corporation,AC,0.361,.,.,0.361
2022,AR,Craighead Electric Coop Corp,AC,0.848,3.2,.,4.048
2022,AR,Empire District Electric Co,DC,0.688,.,.,0.688
2022,AR,First Electric Coop Corp,AC,12.462,0.446,0.791,13.699
2022,AR,City of Hope,AC,0.141,1.23,.,1.371
2022,AR,City Water and Light Plant,AC,0.215,0.042,0.133,0.39
2022,AR,Mississippi County Electric Co,AC,0.053,1,.,1.053
2022,AR,"North Arkansas Elec Coop, Inc",DC,2.979,.,.,2.979
2022,AR,City of North Little Rock - (AR),AC,1.85,0.28,2.45,4.58
2022,AR,Oklahoma Gas & Electric Co,AC,2.657,1.19,0,3.847
2022,AR,Ozarks Electric Coop Corp - (AR),AC,8.129,0.955,15.314,24.398
2022,AR,Paragould Light & Water Comm,AC,0.164,.,.,0.164
2022,AR,Petit Jean Electric Coop Corp,AC,0.684,0.45,.,1.134
2022,AR,City of Siloam Springs - (AR),AC,0.35,.,.,0.35
2022,AR,Southwest Arkansas E C C,AC,0.763,0.067,.,0.83
2022,AR,Southwestern Electric Power Co,AC,6.504,3.91,0.7,11.114
2022,AR,Woodruff Electric Coop Corp,AC,0.288,2.213,.,2.501
2022,AR,Adjustment 2022,,-8.891,-6.714,-0.602,-16.206
2022,AR,Adjustment 2022,,-4.722,-0.946,.,-5.668
2022,AZ,Ajo Improvement Co,AC,0.028,0.4,.,0.428
2022,AZ,Arizona Public Service Co,DC,1324.821,321.766,0,1646.587
2022,AZ,"Garkane Energy Coop, Inc",DC,0.421,0.063,.,0.484
2022,AZ,City of Mesa - (AZ),DC,0.446,0.999,.,1.445
2022,AZ,Morenci Water and Electric,AC,0.008,0.028,.,0.036
2022,AZ,"Navopache Electric Coop, Inc",AC,3.344,0.454,.,3.798
2022,AZ,Salt River Project,AC,310.86,108.621,6.63,426.111
2022,AZ,Sulphur Springs Valley E C Inc,AC,8.5,4,.,12.5
2022,AZ,Trico Electric Cooperative Inc,DC,34.045,15.11,.,49.155
2022,AZ,"UNS Electric, Inc",AC,50.83,15.08,.,65.91
2022,AZ,"Mohave Electric Cooperative, Inc.",AC,14.849,3.537,0,18.386
2022,AZ,Tucson Electric Power Co,AC,259.512,149.504,.,409.016
2022,AZ,Electrical Dist No3 Pinal County,AC,21.213,.,.,21.213
2022,AZ,"Dixie Escalante R E A, Inc",DC,0.06,0.02,.,0.08
2022,AZ,Gila River Indian Utility Authority (GRICUA),AC,.,.,.,0
2022,AZ,Adjustment 2022,,-231.049,-56.116,0,-287.165
2022,AZ,Adjustment 2022,,-0.01,-0.003,.,-0.014
2022,AZ,Adjustment 2022,,-6.089,-2.82,.,-8.909
2022,CA,Alameda Municipal Power,AC,3.67,3.734,.,7.404
2022,CA,City of Anaheim - (CA),DC,26.986,20.157,.,47.143
2022,CA,City of Azusa,DC,1.607,0.467,0.405,2.479
2022,CA,City of Burbank Water and Power,AC,5.913,5.8,.,11.713
2022,CA,City of Colton - (CA),AC,8.311,1.189,7.325,16.825
2022,CA,City of Corona - (CA),AC,0.103,0.362,0,0.465
2022,CA,City of Glendale - (CA),AC,14.019,10.975,.,24.994
2022,CA,Imperial Irrigation District,AC,53.961,55.403,.,109.364
2022,CA,City of Lodi - (CA),AC,3.27,3.661,.,6.931
2022,CA,Los Angeles Department of Water & Power,AC,408.943,128.438,.,537.381
2022,CA,Merced Irrigation District,AC,10.599,8.807,0.114,19.52
2022,CA,Modesto Irrigation District,AC,44.822,14.813,9.906,69.541
2022,CA,Pacific Gas & Electric Co.,AC,4133.834,1332.639,1186.608,6653.081
2022,CA,PacifiCorp,DC,4.9,3.844,2.964,11.708
2022,CA,City of Palo Alto - (CA),AC,5.4,10.7,.,16.1
2022,CA,City of Pasadena - (CA),AC,12.862,8.95,.,21.812
2022,CA,City of Redding - (CA),DC,12.96,6.459,.,19.419
2022,CA,City of Riverside - (CA),DC,35.12,22.08,.,57.2
2022,CA,City of Roseville - (CA),AC,32.702,8.001,0.415,41.118
2022,CA,Sacramento Municipal Util Dist,AC,207.22,75.137,35.879,318.236
2022,CA,San Diego Gas & Electric Co,AC,1445.29,272.95,98.91,1817.15
2022,CA,City & County of San Francisco,AC,.,.,.,0
2022,CA,City of Santa Clara - (CA),AC,3.207,16.313,.,19.52
2022,CA,Southern California Edison Co,AC,3130.229,942.127,221.241,4293.597
2022,CA,Bear Valley Electric Service,AC,2.4,3.112,.,5.512
2022,CA,Surprise Valley Electrification,AC,0.095,0.025,0,0.12
2022,CA,Turlock Irrigation District,AC,19.705,12.82,18.984,51.509
2022,CA,City of Vernon,AC,.,4.463,.,4.463
2022,CA,City of Moreno Valley - (CA),DC,9.376,5.018,0,14.394
2022,CA,Liberty Utilities,AC,3.499,0.902,.,4.401
2022,CA,Adjustment 2022,,-2.26,-1.126,.,-3.387
2022,CA,Adjustment 2022,,-12.747,-8.323,-0.071,-21.14
2022,CA,Adjustment 2022,,-0.855,-0.67,-0.517,-2.042
2022,CO,City of Colorado Springs - (CO),AC,30.735,5.301,.,36.036
2022,CO,Delta Montrose Electric Assn,DC,9.092,1.015,.,10.107
2022,CO,"Empire Electric Assn, Inc",AC,2.444,2.622,0.047,5.113
2022,CO,City of Fort Collins - (CO),DC,19.029,2.149,3.058,24.236
2022,CO,City of Fountain,AC,4.09,.,.,4.09
2022,CO,Grand Valley Power,DC,5.299,1.1,.,6.399
2022,CO,Highline Electric Assn,DC,0.444,0.024,0.037,0.505
2022,CO,"Holy Cross Electric Assn, Inc",DC,18.862,3.1,0.016,21.978
2022,CO,CORE Electric Cooperative,AC,41.46,0.83,0.43,42.72
2022,CO,K C Electric Association,DC,0.193,0.232,0.034,0.459
2022,CO,"La Plata Electric Assn, Inc",DC,13.449,2.008,0,15.457
2022,CO,City of Longmont,AC,5.335,0.488,.,5.823
2022,CO,City of Loveland - (CO),DC,2.004,0.15,0.377,2.531
2022,CO,Morgan County Rural Elec Assn,DC,0.516,0.003,.,0.519
2022,CO,Moon Lake Electric Assn Inc,AC,0.006,0.1,0,0.106
2022,CO,"Mountain Parks Electric, Inc",AC,2.4,0.246,0,2.646
2022,CO,"Mountain View Elec Assn, Inc",AC,14.895,0.141,.,15.036
2022,CO,"Poudre Valley REA, Inc",DC,12.879,0.525,0.032,13.436
2022,CO,Public Service Co of Colorado,DC,489.12,199.977,10.051,699.148
2022,CO,"San Luis Valley R E C, Inc",AC,1.389,0.612,1.143,3.144
2022,CO,"San Isabel Electric Assn, Inc",AC,6.654,.,.,6.654
2022,CO,"San Miguel Power Assn, Inc",AC,2.048,0.747,.,2.795
2022,CO,Southeast Colorado Power Assn,AC,0.78,0.534,.,1.314
2022,CO,"United Power, Inc",DC,57.085,2.182,0.067,59.334
2022,CO,"White River Electric Assn, Inc",AC,0.097,0.001,.,0.098
2022,CO,Y-W Electric Assn Inc,DC,0.227,.,0.72,0.947
2022,CO,Yampa Valley Electric Assn Inc,AC,1.81,2.02,0,3.83
2022,CO,"High West Energy, Inc",DC,0.014,.,.,0.014
2022,CO,"Black Hills Colorado Electric, LLC",DC,9.608,6.656,0.1,16.364
2022,CO,Adjustment 2022,,-94.86,-37.17,-2.372,-134.402
2022,CO,Adjustment 2022,,-16.376,-1.044,-0.155,-17.576
2022,CT,Connecticut Light & Power Co,AC,403.361,190.334,25.613,619.308
2022,CT,Groton Dept of Utilities - (CT),AC,4.148,0.291,0,4.439
2022,CT,City of Norwich - (CT),AC,0.148,0.399,.,0.547
2022,CT,United Illuminating Co,AC,103.569,45.247,7.5,156.316
2022,CT,Town of Wallingford - (CT),AC,0.472,0.577,.,1.049
2022,DC,Potomac Electric Power Co,AC,74.246,45.817,.,120.063
2022,DE,Delmarva Power,AC,61.519,17.993,3.257,82.769
2022,DE,Delaware Electric Cooperative,DC,17.118,5.686,.,22.804
2022,DE,City of Dover - (DE),AC,3.574,1.829,.,5.403
2022,DE,Town of Middletown - (DE),DC,2.144,.,2.214,4.358
2022,DE,City of Milford - (DE),AC,1.681,0.422,.,2.103
2022,DE,City of Newark - (DE),AC,1.381,0.178,1.458,3.017
2022,DE,Adjustment 2022,,-3.359,-0.992,-0.386,-4.737
2022,FL,City of Bartow - (FL),DC,1.496,0.037,0.044,1.577
2022,FL,"Central Florida Elec Coop, Inc",AC,1.614,0.166,.,1.78
2022,FL,"Choctawhatche Elec Coop, Inc",AC,3.422,0.092,0,3.514
2022,FL,"Clay Electric Cooperative, Inc",AC,22.867,1.39,.,24.257
2022,FL,"Florida Keys El Coop Assn, Inc",AC,1.58,0.934,.,2.514
2022,FL,Florida Power & Light Co,AC,587.539,53.75,1.298,642.587
2022,FL,"Duke Energy Florida, LLC",AC,567.513,28.788,8.577,604.878
2022,FL,Florida Public Utilities Co,AC,3.54,1.307,0,4.847
2022,FL,Fort Pierce Utilities Authority,AC,0.733,0.006,.,0.739
2022,FL,Gainesville Regional Utilities,DC,8.172,7.288,.,15.46
2022,FL,"Glades Electric Coop, Inc",AC,1.2,1.01,.,2.21
2022,FL,"Gulf Coast Electric Coop, Inc",DC,2.003,0.049,.,2.052
2022,FL,City of Homestead - (FL),DC,1.94,0.057,.,1.997
2022,FL,Beaches Energy Services,DC,2.782,0.362,.,3.144
2022,FL,JEA,DC,28.355,8.692,.,37.047
2022,FL,"Utility Board of the City of Key West, F",AC,0.9,0.18,.,1.08
2022,FL,Kissimmee Utility Authority,AC,27.967,0.637,0,28.604
2022,FL,City of Lakeland - (FL),DC,6.437,1.833,0.021,8.291
2022,FL,"Lee County Electric Coop, Inc",AC,40.355,1.407,.,41.762
2022,FL,City of Leesburg - (FL),AC,1.926,.,.,1.926
2022,FL,New Smyrna Beach City of,DC,1.6,0.25,.,1.85
2022,FL,City of Ocala,DC,3.249,1.388,.,4.637
2022,FL,"Peace River Electric Coop, Inc",AC,7.55,1.23,.,8.78
2022,FL,Orlando Utilities Comm,DC,71.168,9.292,.,80.46
2022,FL,Reedy Creek Improvement Dist,AC,.,0.373,.,0.373
2022,FL,"Sumter Electric Coop, Inc",DC,20.641,0.944,.,21.585
2022,FL,Suwannee Valley Elec Coop Inc,AC,1.089,0.046,.,1.135
2022,FL,City of Tallahassee - (FL),DC,7.572,1.913,.,9.485
2022,FL,"Talquin Electric Coop, Inc",AC,6.285,0.009,.,6.294
2022,FL,Tampa Electric Co,DC,178.307,26.3,0.74,205.347
2022,FL,"Tri-County Electric Coop, Inc (FL)",DC,1.027,1.271,.,2.298
2022,FL,"West Florida El Coop Assn, Inc",AC,1.631,.,.,1.631
2022,FL,Withlacoochee River Elec Coop,AC,25.843,0.766,0.313,26.922
2022,FL,Okefenoke Rural El Member Corp,AC,0.458,0.015,.,0.473
2022,FL,City of Winter Park - (FL),DC,1.432,0.262,.,1.694
2022,FL,Adjustment 2022,,-14.101,-2.182,-0.004,-16.287
2022,FL,Adjustment 2022,,-0.511,-0.052,-0.008,-0.57
2022,FL,Adjustment 2022,,-0.764,-0.107,.,-0.871
2022,FL,Adjustment 2022,,-1.425,-1.271,.,-2.696
2022,FL,Adjustment 2022,,-0.338,-0.01,.,-0.348
2022,FL,Adjustment 2022,,-4.945,-1.516,.,-6.461
2022,FL,Adjustment 2022,,-3.779,-0.386,.,-4.165
2022,FL,Adjustment 2022,,-0.349,-0.009,.,-0.358
2022,FL,Adjustment 2022,,-1.321,-0.334,.,-1.654
2022,FL,Adjustment 2022,,-31.097,-4.587,-0.129,-35.813
2022,GA,Albany Utility Board,AC,0.15,.,.,0.15
2022,GA,Altamaha Electric Member Corp,AC,0.188,0.256,.,0.444
2022,GA,Amicalola Electric Member Corp,AC,1.033,0.136,.,1.169
2022,GA,City of Buford,AC,.,.,.,0
2022,GA,City of Calhoun - (GA),AC,0.066,0.081,.,0.147
2022,GA,Canoochee Electric Member Corp,AC,1.32,.,0.425,1.745
2022,GA,Carroll Electric Member Corp - (GA),DC,1.265,0.224,.,1.489
2022,GA,City of Cartersville - (GA),AC,.,.,0.423,0.423
2022,GA,Central Georgia El Member Corp,AC,1.238,0.064,.,1.302
2022,GA,Coastal Electric Member Corp,DC,1.6,.,.,1.6
2022,GA,Cobb Electric Membership Corp,AC,2.899,3.329,.,6.228
2022,GA,Coweta-Fayette El Member Corp,AC,1.336,0.629,.,1.965
2022,GA,City of Covington - (GA),AC,0.1,.,.,0.1
2022,GA,Crisp County Power Comm,AC,0.016,0.03,.,0.046
2022,GA,Excelsior Electric Member Corp,AC,0.651,0.07,0,0.721
2022,GA,Flint Electric Membership Corp,AC,3.043,0.479,.,3.522
2022,GA,GreyStone Power Corporation,DC,1.449,0.044,.,1.493
2022,GA,Grady Electric Membership Corp,AC,0.52,0.02,.,0.54
2022,GA,Habersham Electric Membership Corp,AC,0.97,0.28,.,1.25
2022,GA,Hart Electric Member Corp,AC,1.196,.,.,1.196
2022,GA,Irwin Electric Membership Corp,AC,0.232,0.15,.,0.382
2022,GA,Jackson Electric Member Corp - (GA),DC,6.435,3.508,.,9.943
2022,GA,Jefferson Electric Member Corp,AC,1.05,0.11,.,1.16
2022,GA,Southern Rivers Energy,AC,1.012,0.288,.,1.3
2022,GA,City of Lawrenceville - (GA),AC,0.051,.,.,0.051
2022,GA,City of Marietta - (GA),AC,0.145,0.095,.,0.24
2022,GA,Mitchell Electric Member Corp,AC,0.314,0.396,.,0.71
2022,GA,Oconee Electric Member Corp,AC,0.233,.,.,0.233
2022,GA,Rayle Electric Membership Corp,AC,0.546,.,.,0.546
2022,GA,Satilla Rural Elec Member Corporation,AC,0.81,1.35,.,2.16
2022,GA,Sawnee Electric Membership Corporation,AC,2.519,0.767,0.899,4.185
2022,GA,Sumter Electric Member Corp,AC,0.392,0.525,.,0.917
2022,GA,City of Sylvania - (GA),AC,0.003,.,.,0.003
2022,GA,Three Notch Elec Member Corp,AC,0.358,0.25,.,0.608
2022,GA,City of Thomasville - (GA),AC,0.099,0.035,.,0.134
2022,GA,Tri-County Elec Member Corp (GA),AC,0.304,.,.,0.304
2022,GA,Diverse Power Incorporated,AC,0.499,.,.,0.499
2022,GA,Walton Electric Member Corp,AC,1.509,0.359,.,1.868
2022,GA,Washington Elec Member Corp,DC,0.22,.,.,0.22
2022,GA,Okefenoke Rural El Member Corp,AC,0.64,0.056,.,0.696
2022,GA,Colquitt Electric Membership Corp,AC,1.244,0.27,.,1.514
2022,GA,Adjustment 2022,,-1.913,-0.659,.,-2.572
2022,HI,Hawaii Electric Light Co Inc,AC,70.596,21.285,1.431,93.312
2022,HI,Kauai Island Utility Cooperative,AC,22.575,10.457,0,33.032
2022,HI,Maui Electric Co Ltd,AC,68.073,29.054,.,97.127
2022,HI,Hawaiian Electric Co Inc,AC,297.334,64.535,.,361.869
2022,IA,City of Ames - (IA),AC,0.54,0.75,.,1.29
2022,IA,Butler County Rural Elec Coop - (IA),AC,0.014,.,.,0.014
2022,IA,Cedar Falls Utilities,AC,0.387,0.043,0,0.43
2022,IA,East-Central Iowa Rural Elec Coop,AC,0.072,0.118,.,0.19
2022,IA,Eastern Iowa Light & Power Coop,AC,2.54,1.408,.,3.948
2022,IA,Heartland Power Coop,AC,0.036,.,.,0.036
2022,IA,City of Independence - (IA),DC,0.022,0.017,0,0.039
2022,IA,Interstate Power and Light Co,AC,51.348,81.977,1.693,135.018
2022,IA,Iowa Lakes Electric Coop,AC,0.375,3.212,.,3.587
2022,IA,Linn County REC,AC,4.42,1.04,0.004,5.464
2022,IA,City of Maquoketa - (IA),DC,0.024,0.182,0,0.206
2022,IA,Consumers Energy,AC,0.188,.,.,0.188
2022,IA,MidAmerican Energy Co,AC,20.539,17.227,5.222,42.988
2022,IA,Midland Power Coop,AC,0.199,.,.,0.199
2022,IA,Board of Water Electric & Communications,AC,0.198,0.392,0.017,0.607
2022,IA,Prairie Energy Coop,AC,0.029,.,0.021,0.05
2022,IA,City of Preston,DC,0.014,0,0,0.014
2022,IA,North West Rural Electric Coop,AC,0.179,0.076,.,0.255
2022,IA,MiEnergy Cooperative,AC,4.485,2.333,.,6.818
2022,IA,Adjustment 2022,,-0.01,-0.035,0,-0.045
2022,ID,Fall River Rural Elec Coop Inc,AC,1.248,0.213,.,1.461
2022,ID,City of Idaho Falls - (ID),AC,0.827,0.09,0,0.917
2022,ID,Idaho Power Co,DC,99.641,6.938,19.994,126.573
2022,ID,Kootenai Electric Cooperative,DC,0.681,.,.,0.681
2022,ID,Lower Valley Energy Inc,AC,0.022,.,.,0.022
2022,ID,PacifiCorp,DC,16.248,1.073,0.1,17.421
2022,ID,"United Electric Co-op, Inc - (ID)",AC,0.18,0.12,.,0.3
2022,ID,Avista Corp,AC,1.713,0.533,.,2.246
2022,ID,Adjustment 2022,,-0.119,.,.,-0.119
2022,ID,Adjustment 2022,,-17.377,-1.21,-3.487,-22.074
2022,ID,Adjustment 2022,,-2.834,-0.187,-0.017,-3.038
2022,IL,Coles-Moultrie Electric Coop,DC,0.679,0.463,.,1.142
2022,IL,Commonwealth Edison Co,AC,240.341,163.863,.,404.204
2022,IL,Corn Belt Energy Corporation,AC,6.625,4.1,.,10.725
2022,IL,Eastern Illinois Elec Coop,AC,2.263,0.149,.,2.412
2022,IL,City of Geneva- (IL),AC,0.23,0.07,.,0.3
2022,IL,"Jo-Carroll Energy, Inc",AC,6.527,0.509,.,7.036
2022,IL,MidAmerican Energy Co,AC,2.406,4.649,1.81,8.865
2022,IL,Menard Electric Coop,DC,1.515,.,.,1.515
2022,IL,Mt Carmel Public Utility Co,AC,0.412,0.141,.,0.553
2022,IL,City of Naperville - (IL),AC,4.752,1.453,.,6.205
2022,IL,Norris Electric Coop,DC,2.056,0.38,.,2.436
2022,IL,City of Peru - (IL),AC,0.016,0.321,0,0.337
2022,IL,Rochelle Municipal Utilities,AC,0.07,0.37,.,0.44
2022,IL,Rock Energy Cooperative,AC,0.189,0.49,.,0.679
2022,IL,Scenic Rivers Energy Coop,AC,0.019,.,.,0.019
2022,IL,"Shelby Electric Coop, Inc",DC,1.242,.,.,1.242
2022,IL,"Southeastern IL Elec Coop, Inc",AC,2.206,0.102,.,2.308
2022,IL,City of Springfield - (IL),AC,2.347,1.973,.,4.32
2022,IL,City of St Charles - (IL),AC,0.135,0.128,0.632,0.895
2022,IL,"Tri-County Electric Coop, Inc (IL)",AC,0.848,.,.,0.848
2022,IL,Wayne-White Counties Elec Coop,AC,0.969,.,.,0.969
2022,IL,Ameren Illinois Company,DC,81.914,126.915,.,208.829
2022,IL,Adjustment 2022,,-15.244,-22.281,.,-37.525
2022,IN,City of Anderson - (IN),AC,0.177,0.01,.,0.187
2022,IN,Bartholomew County Rural E M C,AC,0.389,.,.,0.389
2022,IN,"Crawfordsville Elec, Lgt & Pwr",AC,0.076,.,.,0.076
2022,IN,Daviess Martin County R E M C,AC,0.249,.,.,0.249
2022,IN,Decatur County Rural E M C,AC,1.093,0.011,.,1.104
2022,IN,Dubois Rural Electric Coop Inc,AC,0.255,0.159,0,0.414
2022,IN,Harrison County Rural E M C,AC,0.638,0.122,.,0.76
2022,IN,Hendricks County Rural E M C,AC,0.62,0.2,.,0.82
2022,IN,Indianapolis Power & Light Co,AC,8.37,5.451,.,13.821
2022,IN,Indiana Michigan Power Co,AC,11.063,13.451,0.771,25.285
2022,IN,Jackson County Rural E M C - (IN),AC,0.74,.,.,0.74
2022,IN,Jasper County Rural E M C,AC,0.189,.,.,0.189
2022,IN,City of Jasper - (IN),AC,0.013,0.01,.,0.023
2022,IN,Johnson County Rural E M C,AC,0.427,0.21,.,0.637
2022,IN,Kosciusko County Rural E M C,AC,0.371,.,0.031,0.402
2022,IN,Midwest Energy Cooperative,AC,0.008,.,.,0.008
2022,IN,South Central Indiana REMC,AC,2.1,0.08,.,2.18
2022,IN,Noble County R E M C,AC,0.695,0.015,.,0.71
2022,IN,Northern Indiana Pub Serv Co,AC,11.547,39.648,.,51.195
2022,IN,City of Peru - (IN),DC,0.086,0.047,.,0.133
2022,IN,"Duke Energy Indiana, LLC",AC,25.655,41.445,1.96,69.06
2022,IN,City of Richmond - (IN),AC,0.096,.,.,0.096
2022,IN,RushShelby Energy,AC,0.952,0.08,.,1.032
2022,IN,Southeastern Indiana R E M C,AC,0.961,.,.,0.961
2022,IN,Southern Indiana Gas & Elec Co,AC,9.456,17.238,.,26.694
2022,IN,Tipmont Rural Elec Member Corp,AC,1.066,.,.,1.066
2022,IN,"Southern Indiana R E C, Inc",AC,0.409,.,.,0.409
2022,IN,Utilities Dist-Western IN REMC,AC,0.981,0.07,0,1.051
2022,IN,Whitewater Valley Rural EMC,AC,0.54,.,.,0.54
2022,IN,Northeastern Rural E M C,AC,0.56,0.15,1.7,2.41
2022,IN,Clark County Rural E M C - (IN),DC,0.704,.,.,0.704
2022,IN,Boone County Rural EMC,DC,1.081,.,.,1.081
2022,IN,Western Indiana Energy REMC,AC,0.393,0.024,.,0.417
2022,IN,Carroll-White REMC,AC,0.56,.,.,0.56
2022,IN,Adjustment 2022,,-0.326,-0.008,.,-0.334
2022,KS,Empire District Electric Co,DC,0.507,0.321,.,0.828
2022,KS,City of Kansas City - (KS),AC,1.259,0.814,0,2.073
2022,KS,Evergy Metro,DC,8.865,3.06,0.339,12.264
2022,KS,"Evergy Kansas South, Inc",AC,10.826,2.831,0.142,13.799
2022,KS,FreeState Electric Coop,DC,2.54,.,.,2.54
2022,KS,City of McPherson - (KS),AC,0.055,.,.,0.055
2022,KS,Prairie Land Electric Coop Inc,AC,0.206,0.04,.,0.246
2022,KS,"Pioneer Electric Coop, Inc - (KS)",AC,0.03,0.099,0,0.129
2022,KS,"Tri-County Electric Coop, Inc (OK)",DC,.,.,.,0
2022,KS,Victory Electric Coop Assn Inc,DC,0.158,0.203,.,0.361
2022,KS,Western Coop Electric Assn Inc,DC,0.07,.,.,0.07
2022,KS,"Wheatland Electric Coop, Inc",AC,0.274,0.049,0,0.323
2022,KS,"Evergy Kansas Central, Inc",AC,13.344,5.329,0.01,18.683
2022,KS,Southern Pioneer Electric Company,AC,0.13,0.069,0,0.199
2022,KS,Adjustment 2022,,-2.117,-0.625,-0.059,-2.801
2022,KY,City of Bardstown - (KY),AC,0.05,.,.,0.05
2022,KY,Big Sandy Rural Elec Coop Corp,AC,0.07,.,.,0.07
2022,KY,Blue Grass Energy Coop Corp,AC,3.231,.,.,3.231
2022,KY,Clark Energy Coop Inc - (KY),AC,0.841,.,.,0.841
2022,KY,"Cumberland Valley Electric, Inc.",AC,0.314,0.221,.,0.535
2022,KY,Farmers Rural Electric Coop Corp - (KY),AC,0.538,.,.,0.538
2022,KY,Fleming-Mason Energy Coop Inc,AC,0.474,.,.,0.474
2022,KY,City of Frankfort - (KY),AC,0.378,0.074,.,0.452
2022,KY,Grayson Rural Electric Coop Corp,AC,0.303,0.03,.,0.333
2022,KY,Henderson City Utility Comm,AC,0.022,0.758,0,0.78
2022,KY,Inter County Energy Coop Corp,AC,1.415,.,.,1.415
2022,KY,Jackson Energy Coop Corp - (KY),AC,1.105,0.1,.,1.205
2022,KY,Jackson Purchase Energy Corporation,AC,0.422,0.231,.,0.653
2022,KY,Kenergy Corp,AC,3.686,1.003,0,4.689
2022,KY,Kentucky Utilities Co,DC,13.657,2.406,0.039,16.102
2022,KY,Louisville Gas & Electric Co,DC,12.629,1.004,.,13.633
2022,KY,Meade County Rural E C C,AC,1.12,.,.,1.12
2022,KY,Nolin Rural Electric Coop Corp,DC,2.104,0.122,0,2.226
2022,KY,Owen Electric Coop Inc,AC,2.52,0.24,.,2.76
2022,KY,City of Owensboro - (KY),DC,0.178,1.154,.,1.332
2022,KY,Salt River Electric Coop Corp,AC,2.155,.,.,2.155
2022,KY,"Shelby Energy Co-op, Inc",AC,1.131,0.024,.,1.155
2022,KY,South Kentucky Rural E C C,AC,0.992,0.093,.,1.085
2022,KY,Taylor County Rural E C C,AC,0.301,.,.,0.301
2022,KY,Duke Energy Kentucky,AC,3.076,1.103,0.017,4.196
2022,KY,Kentucky Power Co,AC,1.531,0.8,0.151,2.482
2022,KY,City of Berea Municipal Utility,AC,0.099,0.261,0,0.36
2022,KY,Adjustment 2022,,-4.615,-0.796,-0.007,-5.418
2022,KY,Adjustment 2022,,-0.367,-0.021,0,-0.388
2022,LA,City of Alexandria - (LA),AC,0.584,0.35,0,0.934
2022,LA,"Beauregard Electric Coop, Inc",AC,1.861,.,.,1.861
2022,LA,Cleco Power LLC,AC,17.477,1.535,0,19.012
2022,LA,"Claiborne Electric Coop, Inc",AC,0.573,.,.,0.573
2022,LA,"Concordia Electric Coop, Inc",DC,0.201,.,.,0.201
2022,LA,Dixie Electric Membership Corp,AC,5.648,0.111,.,5.759
2022,LA,City of Lafayette - (LA),AC,1.598,0.272,.,1.87
2022,LA,"Jefferson Davis Elec Coop, Inc",AC,0.492,0.05,.,0.542
2022,LA,Entergy Louisiana LLC,DC,72.259,6.076,0.089,78.424
2022,LA,"Entergy New Orleans, LLC",DC,51.219,1.589,.,52.808
2022,LA,Northeast Louisiana Power Coop Inc.,AC,0.09,.,.,0.09
2022,LA,"Panola-Harrison Elec Coop, Inc",DC,0.522,.,.,0.522
2022,LA,Pointe Coupee Elec Member Corp,DC,0.429,0.308,.,0.737
2022,LA,City of Ruston - (LA),AC,0.054,.,.,0.054
2022,LA,South Louisiana Elec Coop Assn,DC,0.998,0.041,.,1.039
2022,LA,Southwest Louisiana E M C,AC,5.11,.,.,5.11
2022,LA,Southwestern Electric Power Co,AC,7.636,0.39,0.006,8.032
2022,LA,"Washington-St Tammany E C, Inc",AC,3.753,0.207,.,3.96
2022,LA,Adjustment 2022,,-21.818,-1.398,-0.016,-23.232
2022,LA,Adjustment 2022,,-0.091,.,.,-0.091
2022,MA,Town of Braintree - (MA),DC,0.228,1.068,.,1.296
2022,MA,City of Chicopee - (MA),AC,0.19,0.668,0.75,1.608
2022,MA,Town of Danvers,AC,0.377,0.225,1.531,2.133
2022,MA,Fitchburg Gas & Elec Light Co,AC,16.455,2.099,0.991,19.545
2022,MA,City of Holyoke - (MA),DC,0.05,0.02,.,0.07
2022,MA,Town of Littleton - (MA),AC,0.644,0.493,0.098,1.235
2022,MA,Town of Mansfield - (MA),AC,0.315,.,1.83,2.145
2022,MA,Massachusetts Electric Co,AC,495.963,685.05,0.08,1181.093
2022,MA,Town of Middleborough - (MA),AC,0.747,0.053,.,0.8
2022,MA,Nantucket Electric Co,AC,2.162,1.126,.,3.288
2022,MA,Town of North Attleborough - (MA),AC,0.164,0.317,0.675,1.156
2022,MA,City of Peabody - (MA),AC,0.262,0.311,.,0.573
2022,MA,Town of Reading - (MA),AC,1.629,2.154,.,3.783
2022,MA,Town of Shrewsbury - (MA),AC,0.936,0.157,.,1.093
2022,MA,Town of Sterling - (MA),AC,0.283,0.064,4,4.347
2022,MA,City of Taunton,AC,3.223,4.87,.,8.093
2022,MA,Town of Wellesley - (MA),AC,0.952,1.013,.,1.965
2022,MA,NSTAR Electric Company,AC,519.665,701.82,71.946,1293.431
2022,MA,Adjustment 2022,,-0.048,-0.19,.,-0.238
2022,MD,Baltimore Gas & Electric Co,AC,309.484,132.615,0,442.099
